,Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate
5602,T. Isherwood,Thomas Isherwood,69,73,1800000,CB,CB,Sweden,https://cdn.sofifa.net/players/244/192/23_60.png,24,195,87,1474,330,SV Darmstadt 98,8000,3000000,SUB,2024,3,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,High
5603,J. Frick,Jérémy Frick,69,71,1200000,GK,GK,Switzerland,https://cdn.sofifa.net/players/206/307/23_60.png,29,192,90,1092,384,Servette FC,7000,1800000,GK,2024,32,2016,-,Left,2,1,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium
5604,T. Pekhart,Tomáš Pekhart,69,69,900000,ST,ST,Czech Republic,https://cdn.sofifa.net/players/184/290/23_60.png,33,196,89,1637,349,Gazişehir Gaziantep F.K.,10000,1800000,SUB,2024,9,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/cz.png,-,-,Medium,Medium
5605,P. Pomykal,Paxton Pomykal,69,80,3100000,"CM,LM",CAM,United States,https://cdn.sofifa.net/players/238/049/23_60.png,22,173,73,1885,403,FC Dallas,4000,5300000,CM,2023,19,2016,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,High,Medium
5606,S. Dann,Scott Dann,69,69,375000,CB,CB,England,https://cdn.sofifa.net/players/157/665/23_60.png,35,190,78,1437,302,Reading,7000,713000,RES,2023,6,2021,-,Right,3,2,2,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Low,Medium
5607,C. Walton,Christian Walton,69,72,1400000,GK,GK,England,https://cdn.sofifa.net/players/206/561/23_60.png,26,195,72,1089,376,Ipswich Town,6000,2600000,GK,2024,1,2022,-,Left,2,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
5608,M. Höger,Marco Höger,69,69,925000,"CDM,CM",CDM,Germany,https://cdn.sofifa.net/players/198/113/23_60.png,32,182,83,1866,374,SV Waldhof Mannheim 07,3000,1300000,CDM,2023,37,2021,-,Right,4,2,2,-,https://cdn.sofifa.net/flags/de.png,-,-,Low,Medium
5609,F. Tingager,Frederik Tingager,69,69,1200000,CB,CB,Denmark,https://cdn.sofifa.net/players/231/828/23_60.png,29,198,94,1539,342,Aarhus GF,7000,1500000,CB,2025,5,2019,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,High
5610,M. Diaw,Mory Diaw,69,70,1100000,GK,GK,France,https://cdn.sofifa.net/players/220/820/23_60.png,29,197,98,1184,390,Clermont Foot 63,7000,2300000,GK,2024,99,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
5611,C. Esparragoza,Carlos Esparragoza,69,75,2200000,"CM,CDM",CAM,Colombia,https://cdn.sofifa.net/players/266/900/23_60.png,23,178,76,1856,394,Junior FC,2000,3500000,SUB,2022,25,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,High
5612,V. Misidjan,Virgil Misidjan,69,69,1400000,"RW,LW",RW,Netherlands,https://cdn.sofifa.net/players/203/725/23_60.png,28,173,70,1718,368,FC Twente,8000,2100000,SUB,2023,10,2021,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
5613,J. Daland,Jesper Daland,69,76,2600000,CB,CB,Norway,https://cdn.sofifa.net/players/256/459/23_60.png,22,189,78,1584,351,KSV Cercle Brugge,6000,4300000,SUB,2025,4,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium
5614,N. Dyhr,Nikolas Dyhr,69,75,2100000,"LWB,LB",LWB,Denmark,https://cdn.sofifa.net/players/251/595/23_60.png,21,177,66,1816,394,FC Midtjylland,8000,3200000,SUB,2024,44,2019,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,High,High
5615,I. Ogbu,Igoh Ogbu,69,76,2600000,CB,CB,Nigeria,https://cdn.sofifa.net/players/242/635/23_60.png,22,187,78,1665,374,Lillestrøm SK,2000,3800000,CB,2025,30,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium
5616,R. D'Haese,Robbie D'Haese,69,76,2800000,"LM,LWB,RM",RM,Belgium,https://cdn.sofifa.net/players/239/307/23_60.png,23,180,64,1721,371,KV Oostende,6000,4600000,RWB,2024,29,2017,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
5617,D. Quiñones,Déinner Quiñones,69,69,1500000,"RM,LM",RM,Colombia,https://cdn.sofifa.net/players/219/595/23_60.png,26,173,79,1834,394,América de Cali,2000,2100000,LM,2022,10,2021,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/co.png,-,-,High,Medium
5618,Montero,Francisco Montero Rubio,69,75,2000000,CB,CB,Spain,https://cdn.sofifa.net/players/244/938/23_60.png,23,185,76,1539,344,Beşiktaş JK,16000,4400000,SUB,2025,4,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
5619,K. Arase,Kelvin Arase,69,76,2800000,"RW,LW",RM,Austria,https://cdn.sofifa.net/players/236/490/23_60.png,23,172,62,1692,360,Karlsruher SC,7000,5000000,SUB,2025,36,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium
5620,K. Stewart,Kevin Stewart,69,69,1200000,"CDM,CM",CDM,Jamaica,https://cdn.sofifa.net/players/206/538/23_60.png,28,181,73,1738,382,Blackpool,7000,2200000,RES,2023,6,2021,-,Right,3,3,1,-,-,-,-,Medium,High
5621,A. Andrade,Andrés Andrade,69,76,2600000,"CB,LWB",CB,Panama,https://cdn.sofifa.net/players/252/873/23_60.png,23,187,78,1758,389,DSC Arminia Bielefeld,7000,4700000,CB,2024,30,2022,-,Left,3,2,1,-,-,-,-,High,Medium
5622,P. Hetemaj,Perparim Hetemaj,69,69,550000,CM,CDM,Finland,https://cdn.sofifa.net/players/172/233/23_60.png,35,179,76,1997,409,HJK Helsinki,500,1200000,CM,2023,56,2022,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/fi.png,-,-,High,High
5623,O. Sail,Oliver Sail,69,74,1600000,GK,GK,New Zealand,https://cdn.sofifa.net/players/225/993/23_60.png,26,194,80,1175,379,Wellington Phoenix,2000,2100000,GK,2023,20,2015,-,Right,2,1,1,New Zealand,https://cdn.sofifa.net/flags/nz.png,GK,1,Medium,Medium
5624,M. Raab,Matheo Raab,69,78,2700000,GK,GK,Germany,https://cdn.sofifa.net/players/257/480/23_60.png,23,187,82,959,372,Hamburger SV,5000,4900000,SUB,2026,19,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
5625,N. Mantl,Nico Mantl,69,75,1800000,GK,GK,Germany,https://cdn.sofifa.net/players/239/816/23_60.png,22,193,88,994,376,FC Red Bull Salzburg,8000,3100000,SUB,2025,1,2021,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
5626,W. Trapp,Wil Trapp,69,69,1200000,CDM,CDM,United States,https://cdn.sofifa.net/players/212/424/23_60.png,29,173,69,1783,367,Minnesota United FC,4000,1800000,CDM,2023,20,2021,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,High
5627,T. Naylor,Tom Naylor,69,69,975000,"CDM,CM",CDM,England,https://cdn.sofifa.net/players/206/536/23_60.png,31,188,72,1856,398,Wigan Athletic,6000,1800000,CDM,2024,4,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
5628,A. Ait El Hadj,Anouar Ait El Hadj,69,80,3100000,"CAM,CM,RM",RM,Belgium,https://cdn.sofifa.net/players/252/108/23_60.png,20,168,70,1798,382,RSC Anderlecht,8000,5300000,SUB,2024,46,2019,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
5629,A. Hunou,Adrien Hunou,69,69,1400000,ST,ST,France,https://cdn.sofifa.net/players/215/245/23_60.png,28,179,70,1871,393,Angers SCO,12000,2800000,SUB,2025,23,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium
5630,K. Jóźwiak,Kamil Jóźwiak,69,74,2100000,"RM,LM",RM,Poland,https://cdn.sofifa.net/players/233/222/23_60.png,24,176,70,1705,382,Charlotte FC,4000,3200000,RM,2025,7,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Low
5631,Miguel,Miguel de la Fuente,69,77,3200000,"ST,RM",ST,Spain,https://cdn.sofifa.net/players/240/589/23_60.png,22,182,83,1659,360,Deportivo Alavés,6000,5800000,ST,2025,9,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
5632,R. Riou,Rémy Riou,69,69,240000,GK,GK,France,https://cdn.sofifa.net/players/168/965/23_60.png,34,189,81,1199,386,Olympique Lyonnais,18000,456000,SUB,2024,35,2022,-,Right,1,1,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
5633,M. van de Ven,Micky van de Ven,69,84,3200000,"CB,LB",CB,Netherlands,https://cdn.sofifa.net/players/264/453/23_60.png,21,193,89,1699,381,VfL Wolfsburg,12000,7400000,CB,2025,5,2021,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,High,Medium
5634,S. van der Water,Silvester van der Water,69,72,1800000,RW,LM,Netherlands,https://cdn.sofifa.net/players/243/716/23_60.png,25,184,74,1754,386,SC Cambuur,5000,2700000,RW,2025,11,2022,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,High,Medium
5635,Rober Ibáñez,Roberto Ibáñez Castro,69,69,1400000,"RM,LM,ST",RM,Spain,https://cdn.sofifa.net/players/219/652/23_60.png,29,179,72,1826,381,Levante Unión Deportiva,7000,2200000,SUB,2024,19,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
5636,W. Burns,Wes Burns,69,70,1500000,"RWB,RM",RM,Wales,https://cdn.sofifa.net/players/212/484/23_60.png,27,173,68,1874,407,Ipswich Town,7000,2700000,RWB,2025,7,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,High,High
5637,Y. Fofana,Yahia Fofana,69,80,2700000,GK,GK,France,https://cdn.sofifa.net/players/242/179/23_60.png,21,194,89,996,378,Angers SCO,5000,5900000,SUB,2026,30,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
5638,R. Gagliolo,Riccardo Gagliolo,69,69,900000,"CB,LWB,LB",CB,Sweden,https://cdn.sofifa.net/players/216/067/23_60.png,32,180,75,1715,371,Urbs Reggina 1914,2000,1400000,CB,2024,28,2022,-,Left,4,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Low,Medium
5639,M. Avilés,Mijaíl Avilés,69,69,550000,"CM,CDM",CM,Venezuela,https://cdn.sofifa.net/players/264/707/23_60.png,35,180,80,1893,397,Independiente Petrolero,500,1200000,SUB,2022,8,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,High,High
5640,M. van der Maarel,Mark van der Maarel,69,69,900000,"CB,RWB",CB,Netherlands,https://cdn.sofifa.net/players/198/147/23_60.png,32,178,78,1711,362,FC Utrecht,7000,1400000,CB,2023,2,2009,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,High,High
5641,Aleix Febas,Aleix Febas Pérez,69,72,1800000,"CM,CAM,CDM",CAM,Spain,https://cdn.sofifa.net/players/235/522/23_60.png,26,172,64,1889,397,Málaga CF,5000,3000000,SUB,2025,10,2022,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
5642,C. Teuchert,Cedric Teuchert,69,71,1800000,"ST,RW",ST,Germany,https://cdn.sofifa.net/players/226/050/23_60.png,25,182,80,1726,369,Hannover 96,14000,3000000,SUB,2024,36,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
5643,Zé Uilton,José Uilton Silva de Jesus,69,69,1400000,"LW,RW",LW,Brazil,https://cdn.sofifa.net/players/248/833/23_60.png,29,175,67,1659,359,FC Paços de Ferreira,6000,2900000,LW,2024,9,2018,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium
5644,J. Delgado,Juan Delgado,69,69,1400000,"RW,RM,RB",RW,Chile,https://cdn.sofifa.net/players/214/313/23_60.png,29,177,70,1878,401,FC Paços de Ferreira,6000,2900000,RB,2024,15,2021,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,Medium
5645,Á. Peña,Ángelo Peña,69,69,1100000,"RM,LM,CAM",RM,Venezuela,https://cdn.sofifa.net/players/193/485/23_60.png,32,170,70,1794,365,Estudiantes de Mérida,500,2400000,RM,2024,21,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,High,Medium
5646,M. Hoedemakers,Mees Hoedemakers,69,75,2000000,"CDM,CM",CM,Netherlands,https://cdn.sofifa.net/players/242/381/23_60.png,24,181,75,1837,389,SC Cambuur,4000,3300000,CDM,2023,6,2020,-,Left,4,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
5647,K. Daněk,Kryštof Daněk,69,79,3000000,"CAM,LM,RM",CAM,Czech Republic,https://cdn.sofifa.net/players/269/512/23_60.png,19,182,68,1609,342,AC Sparta Praha,500,7200000,SUB,2027,13,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/cz.png,-,-,Medium,Medium
5648,Pablo Torre,Pablo Torre Carral,69,86,3600000,"CAM,CM,LM",CAM,Spain,https://cdn.sofifa.net/players/267/976/23_60.png,19,173,63,1775,369,FC Barcelona,27000,9600000,RES,2026,32,2022,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
5649,U. Bonnet,Ugo Bonnet,69,69,1400000,ST,ST,France,https://cdn.sofifa.net/players/248/775/23_60.png,28,181,73,1705,366,Valenciennes FC,4000,2500000,SUB,2024,11,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,High
5650,Y. Njie,Yusupha Njie,69,69,1400000,"ST,LW",ST,Gambia,https://cdn.sofifa.net/players/239/303/23_60.png,28,188,72,1737,380,Boavista FC,8000,2900000,SUB,2023,11,2018,-,Right,3,3,1,-,-,-,-,Medium,Medium
5651,Anderson Oliveira,Anderson Oliveira Silva,69,76,2800000,ST,ST,Brazil,https://cdn.sofifa.net/players/250/818/23_60.png,24,186,85,1693,366,Vitória de Guimarães,5000,6400000,ST,2025,33,2022,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium
5652,F. Coman,Florinel Coman,69,73,2000000,"LW,ST",CAM,Romania,https://cdn.sofifa.net/players/238/274/23_60.png,24,182,72,1822,386,FCSB (Steaua),8000,2900000,LW,2023,7,2017,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Low
5653,C. Kipré,Cédric Kipré,69,73,1700000,CB,CB,Côte d'Ivoire,https://cdn.sofifa.net/players/235/458/23_60.png,25,193,90,1532,347,Cardiff City,14000,0,CB,2023,23,2020,YES,Right,2,2,1,-,-,-,-,Medium,High
5654,M. Al Kuwaykibi,Mohammed Al Kuwaykibi,69,69,1500000,RM,RM,Saudi Arabia,https://cdn.sofifa.net/players/224/962/23_60.png,27,169,65,1746,367,Ettifaq FC,14000,2500000,RM,2024,7,2016,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,High,Medium
5655,M. Høibråten,Marius Høibråten,69,71,1500000,CB,CB,Norway,https://cdn.sofifa.net/players/206/530/23_60.png,27,184,77,1657,363,FK Bodø/Glimt,3000,2100000,CB,2023,4,2020,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium
5656,Cantero,Alejandro Cantero Sánchez,69,77,3200000,"ST,RM",RM,Spain,https://cdn.sofifa.net/players/262/081/23_60.png,22,184,75,1761,382,Levante Unión Deportiva,6000,5800000,SUB,2025,11,2019,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
5657,C. Bayala,Cyrille Bayala,69,70,1600000,RM,RM,Burkina Faso,https://cdn.sofifa.net/players/241/089/23_60.png,26,181,68,1737,382,AC Ajaccio,9000,3300000,RM,2024,14,2021,-,Right,3,3,1,-,-,-,-,Medium,Low
5658,Y. Moukoko,Youssoufa Moukoko,69,88,3500000,ST,ST,Germany,https://cdn.sofifa.net/players/240/833/23_60.png,17,175,73,1733,375,Borussia Dortmund,4000,8100000,SUB,2023,18,2020,-,Left,4,4,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
5659,Joni Montiel,Jonathan Montiel Caballero,69,76,2800000,"CAM,CM,LM",CAM,Spain,https://cdn.sofifa.net/players/231/873/23_60.png,23,173,67,1828,383,Levante Unión Deportiva,8000,0,SUB,2023,20,2016,YES,Left,2,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Low
5660,R. Lagos,Ricardo Lagos,69,72,1700000,"LB,LM",LWB,Peru,https://cdn.sofifa.net/players/259/776/23_60.png,26,175,70,1710,369,Club Alianza Lima,500,3900000,LB,2023,13,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Medium
5661,Bermejo,Sergio Bermejo Lillo,69,72,1900000,"RM,CM,CAM",CAM,Spain,https://cdn.sofifa.net/players/252/864/23_60.png,24,170,68,1718,369,Real Zaragoza,5000,3200000,RM,2025,10,2020,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
5662,M. Schuster,Marco Schuster,69,71,1500000,"CDM,CM,RM",CDM,Germany,https://cdn.sofifa.net/players/223/680/23_60.png,26,179,77,1812,390,SC Paderborn 07,9000,2500000,SUB,2025,6,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High
5663,C. Benavente,Cristian Benavente,69,69,1400000,"CAM,CF,LM",CAM,Peru,https://cdn.sofifa.net/players/210/112/23_60.png,28,173,72,1765,364,Club Alianza Lima,550,3100000,RM,2022,14,2022,-,Right,5,4,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Low
5664,S. Mazzocchi,Simone Mazzocchi,69,73,2000000,"ST,CAM",ST,Italy,https://cdn.sofifa.net/players/268/736/23_60.png,23,178,70,1624,336,Südtirol,19000,0,ST,2023,9,2018,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
5665,G. Ferrari,Gianluca Ferrari,69,75,1900000,"CB,RB",CB,Argentina,https://cdn.sofifa.net/players/245/439/23_60.png,25,184,76,1681,371,Godoy Cruz,5000,3200000,CB,2023,22,2018,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Low,Medium
5666,A. Dante,Amadou Dante,69,78,3000000,LB,LB,Mali,https://cdn.sofifa.net/players/253/122/23_60.png,21,179,70,1778,391,SK Sturm Graz,7000,5100000,LB,2024,44,2019,-,Left,3,2,1,-,-,-,-,Medium,Medium
5667,Tomás Ribeiro,Tomás Aresta Machado Ribeiro,69,80,2900000,CB,CB,Portugal,https://cdn.sofifa.net/players/253/378/23_60.png,23,185,77,1578,342,Grasshopper Club Zürich,6000,4800000,SUB,2026,14,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,High
5668,A. Fletcher,Ashley Fletcher,69,72,1800000,ST,ST,England,https://cdn.sofifa.net/players/213/699/23_60.png,26,188,78,1598,350,Wigan Athletic,21000,0,SUB,2023,23,2021,YES,Right,2,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Low
5669,Álvaro Djaló,Álvaro Djaló Dias Fernandes,69,78,3100000,LM,RM,Spain,https://cdn.sofifa.net/players/271/302/23_60.png,22,175,65,1727,374,SC Braga,6000,6800000,SUB,2025,14,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
5670,J. Cádiz,Jhonder Cádiz,69,70,1700000,ST,ST,Venezuela,https://cdn.sofifa.net/players/229/319/23_60.png,26,191,85,1622,356,Futebol Clube de Famalicão,6000,3700000,SUB,2024,29,2022,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium
5671,O. Kocuk,Okan Kocuk,69,72,1400000,GK,GK,Turkey,https://cdn.sofifa.net/players/223/175/23_60.png,26,188,78,975,373,Galatasaray SK,19000,2800000,SUB,2023,34,2019,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium
5672,S. Simič,Stefan Simič,69,71,1500000,CB,CB,Czech Republic,https://cdn.sofifa.net/players/219/591/23_60.png,27,189,79,1412,315,Hajduk Split,500,3400000,SUB,2023,8,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/cz.png,-,-,Medium,High
5673,A. Calabresi,Arturo Calabresi,69,72,1600000,"CB,RB",CB,Italy,https://cdn.sofifa.net/players/229/574/23_60.png,26,186,75,1636,348,Pisa,2000,2700000,CB,2025,33,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
5674,T. Wellenreuther,Timon Wellenreuther,69,72,1400000,GK,GK,Germany,https://cdn.sofifa.net/players/223/686/23_60.png,26,188,80,1169,392,Feyenoord,8000,0,SUB,2023,22,2020,YES,Right,4,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
5675,W. Mendieta,William Mendieta,69,69,875000,"CAM,RM",CAM,Paraguay,https://cdn.sofifa.net/players/215/750/23_60.png,33,179,77,1724,363,Club Libertad,500,1900000,SUB,2022,16,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium
5676,Nuno Reis,Nuno Miguel Pereira Reis,69,69,950000,CB,CB,Portugal,https://cdn.sofifa.net/players/197/062/23_60.png,31,178,73,1793,374,Melbourne City FC,6000,1200000,CB,2024,4,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Low,Medium
5677,B. Kapustka,Bartosz Kapustka,69,74,2000000,"CAM,CF",CAM,Poland,https://cdn.sofifa.net/players/216/003/23_60.png,25,180,72,1742,371,Legia Warszawa,5000,2900000,CM,2023,67,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium
5678,João Moutinho,João Gervásio Bragança Moutinho,69,73,1900000,LB,LB,Portugal,https://cdn.sofifa.net/players/242/629/23_60.png,24,182,71,1733,369,Orlando City Soccer Club,3000,3000000,LB,2022,4,2019,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium
5679,B. Lasme,Bryan Lasme,69,77,3100000,"ST,RM",ST,France,https://cdn.sofifa.net/players/237/509/23_60.png,23,188,85,1591,367,DSC Arminia Bielefeld,9000,5600000,ST,2025,10,2021,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
5680,Leonai,Leonai Souza de Almeida,69,72,1600000,"CDM,CM",CB,Brazil,https://cdn.sofifa.net/players/255/684/23_60.png,27,174,73,1878,396,Barcelona Sporting Club,550,3600000,SUB,2022,22,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,High
5681,Borja Garcés,Borja Garcés Moreno,69,77,3200000,ST,ST,Spain,https://cdn.sofifa.net/players/243/652/23_60.png,22,183,71,1611,332,CD Tenerife,20000,0,SUB,2023,9,2018,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
5682,A. Martegani,Agustín Martegani,69,78,3100000,"CAM,CM,LM",CAM,Argentina,https://cdn.sofifa.net/players/262/083/23_60.png,22,183,74,1799,383,San Lorenzo de Almagro,6000,5300000,SUB,2024,42,2018,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium
5683,G. Carey,Graham Carey,69,69,875000,"RW,LW,CAM",LM,Republic of Ireland,https://cdn.sofifa.net/players/192/451/23_60.png,33,175,71,2004,422,St. Johnstone FC,5000,1500000,RW,2024,23,2022,-,Left,3,4,1,-,-,-,-,High,High
5684,G. Efrem,Georgios Efrem,69,69,1100000,"CAM,RM,LM",CAM,Cyprus,https://cdn.sofifa.net/players/197/382/23_60.png,32,171,66,1626,342,APOEL Nicosia FC,650,2400000,SUB,2023,7,2021,-,Left,4,3,1,-,-,-,-,Medium,Medium
5685,Lucas Mineiro,Lucas da Silva Izidoro,69,72,1800000,"CM,CDM",CDM,Brazil,https://cdn.sofifa.net/players/235/782/23_60.png,26,188,80,1871,400,KVC Westerlo,7000,0,CDM,2023,6,2021,YES,Left,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium
5686,F. Berenguer,Florin Berenguer,69,69,875000,"CAM,CM,CDM",CAM,France,https://cdn.sofifa.net/players/193/427/23_60.png,33,180,70,1864,394,Melbourne City FC,7000,1100000,CAM,2023,10,2018,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
5687,A. Leautey,Antoine Leautey,69,70,1600000,"RW,RM,RWB",RW,France,https://cdn.sofifa.net/players/237/198/23_60.png,26,172,66,1704,369,Amiens SC,4000,2900000,RWB,2025,7,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
5688,R. Ureña,Rodrigo Ureña,69,69,1200000,"CDM,CM",CDM,Chile,https://cdn.sofifa.net/players/214/414/23_60.png,29,179,77,1781,382,Club Deportes Tolima,2000,1700000,CDM,2022,18,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,High
5689,D. Haspolat,Doğucan Haspolat,69,79,3000000,"CDM,CM",CDM,Turkey,https://cdn.sofifa.net/players/235/661/23_60.png,22,177,75,1865,388,Trabzonspor,12000,6300000,SUB,2027,34,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,High
5690,A. Rodríguez,Alan Rodríguez,69,77,3100000,"CM,CAM",CAM,Uruguay,https://cdn.sofifa.net/players/271/501/23_60.png,22,171,60,1759,371,Argentinos Juniors,6000,5300000,CM,2026,8,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Medium
5691,F. Ferrari,Franco Ferrari,69,69,1200000,LB,LB,Argentina,https://cdn.sofifa.net/players/270/477/23_60.png,30,167,67,1719,375,APOEL Nicosia FC,550,2600000,SUB,2024,3,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium
5692,L. Picco,Leonel Picco,69,79,3000000,"CDM,CM",CDM,Argentina,https://cdn.sofifa.net/players/252/044/23_60.png,22,188,79,1725,375,Club Atlético Colón,5000,5100000,SUB,2025,29,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
5693,Abdu Conté,Abdu Cadri Conté,69,76,2700000,"LWB,LB",LWB,Portugal,https://cdn.sofifa.net/players/247/180/23_60.png,24,183,78,1744,380,ESTAC Troyes,7000,5900000,LWB,2026,12,2022,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,High
