kickRetId,playId,teamId,playerId,kickRetPosition,kickRetOutcome,kickRetPrimary,kickRetYds,kickRetTd,kickRetEnd,kickRetNull
2321340,2014626,1200,20030005.0,CB,returned,1,8,,in bounds,0
2321341,2014632,3700,20020091.0,RB,returned,1,1,,in bounds,0
2321342,2014637,1200,20030005.0,CB,fair catch,1,0,,in bounds,0
2321343,2014658,1200,20060580.0,WR,returned,1,28,,in bounds,0
2321344,2014679,1200,20060125.0,WR,returned,1,19,,in bounds,0
2321345,2014700,1200,20050586.0,WR,returned,1,10,,in bounds,0
2321346,2014713,4500,20060084.0,WR,returned,1,24,,in bounds,0
2321347,2014733,4500,20060084.0,WR,returned,1,25,,in bounds,0
2321348,2014752,4500,20060100.0,RB,returned,1,20,,in bounds,0
2321349,2014759,1200,20060125.0,WR,returned,1,0,,in bounds,0
2321350,2014763,4500,20060084.0,WR,returned,1,16,,in bounds,0
2321351,2014776,4500,20060084.0,WR,returned,1,2,,in bounds,0
2321352,2014827,1200,20060580.0,WR,returned,1,24,,in bounds,0
2321353,2014833,4900,19970007.0,WR,returned,1,9,,in bounds,0
2321354,2014837,1200,20030005.0,CB,returned,1,24,,in bounds,0
2321355,2014847,4900,19980095.0,RB,returned,1,35,,in bounds,0
2321356,2014860,4900,19980095.0,RB,returned,1,26,,in bounds,0
2321357,2014871,1200,20060580.0,WR,returned,1,34,,ran out of bounds,0
2321358,2014875,4900,19970007.0,WR,fair catch,1,0,,in bounds,0
2321359,2014888,4900,19980095.0,RB,returned,1,17,,ran out of bounds,0
2321360,2014892,1200,20060580.0,WR,returned,1,18,,in bounds,0
2321361,2014903,4900,19980095.0,RB,returned,1,19,,in bounds,0
2321362,2014912,4900,20030205.0,CB,returned,1,16,,in bounds,0
2321363,2014919,1200,20030005.0,CB,fair catch,1,0,,in bounds,0
2321364,2014933,4900,20030205.0,CB,returned,1,22,,in bounds,0
2321365,2014939,1200,20040216.0,WR,fair catch,1,0,,in bounds,0
2321366,2014953,5110,20020257.0,RB,returned,1,14,,in bounds,0
2321367,2014957,1200,20040216.0,WR,returned,1,11,,in bounds,0
2321368,2014973,5110,20020257.0,RB,returned,1,19,,in bounds,0
2321369,2014977,1200,20030005.0,CB,returned,1,10,,in bounds,0
2321370,2014997,1200,20050589.0,RB,returned,1,31,,in bounds,0
2321371,2015004,5110,20020062.0,WR,fair catch,1,0,,in bounds,0
2321372,2015008,1200,20030005.0,CB,returned,1,14,,in bounds,0
2321373,2015015,5110,20020257.0,RB,returned,1,100,1.0,in bounds,0
2321374,2015017,1200,20050743.0,S,returned,1,26,,in bounds,0
2321375,2015022,5110,20020062.0,WR,returned,1,6,,in bounds,0
2321376,2015032,5110,20020062.0,WR,returned,1,14,,in bounds,0
2321377,2015036,1200,20040216.0,WR,returned,1,12,,ran out of bounds,0
2321378,2015041,5110,20020062.0,WR,returned,1,4,,in bounds,0
2321379,2015046,1200,20050589.0,RB,returned,1,22,,in bounds,0
2321380,2015053,5110,20020062.0,WR,returned,1,14,,in bounds,0
2321381,2015058,1200,20040216.0,WR,returned,1,9,,in bounds,0
2321382,2015064,5110,20020062.0,WR,returned,1,9,,in bounds,0
2321383,2015069,1200,20040216.0,WR,returned,1,3,,in bounds,0
2321384,2015084,5110,20020257.0,RB,returned,1,30,,in bounds,0
2321385,2015089,1200,20030005.0,CB,returned,1,16,,in bounds,0
2321386,2015125,325,20040594.0,DB,returned,1,20,,in bounds,0
2321387,2015133,1400,20050056.0,CB,returned,1,13,,ran out of bounds,0
2321388,2015146,1400,20010033.0,WR,returned,1,19,,in bounds,0
2321389,2015169,325,20040594.0,DB,returned,1,14,,in bounds,0
2321390,2015173,1400,20050056.0,CB,returned,1,33,,in bounds,0
2321391,2015180,325,20040594.0,DB,returned,1,11,,in bounds,0
2321392,2015194,1400,20010033.0,WR,returned,1,23,,in bounds,0
2321393,2015199,325,20040594.0,DB,fair catch,1,0,,in bounds,0
2321394,2015203,1400,20050056.0,CB,returned,1,16,,ran out of bounds,0
2321395,2015211,1400,20050056.0,CB,returned,1,3,,ran out of bounds,0
2321396,2015221,325,20040594.0,DB,fair catch,1,0,,in bounds,0
2321397,2015256,325,20040594.0,DB,returned,1,25,,in bounds,0
2321398,2015263,1400,20010033.0,WR,returned,1,28,,in bounds,0
2321399,2015289,920,20040049.0,CB,returned,1,17,,in bounds,0
2321400,2015299,920,20040049.0,CB,returned,1,8,,in bounds,0
2321401,2015310,920,20060752.0,WR,returned,1,20,,in bounds,0
2321402,2015334,920,20040049.0,CB,returned,1,-5,,in bounds,0
2321403,2015338,1400,20050056.0,CB,returned,1,9,,in bounds,0
2321404,2015347,1400,20010033.0,WR,returned,1,21,,in bounds,0
2321405,2015353,920,20060752.0,WR,returned,1,32,,in bounds,0
2321406,2015381,920,20060752.0,WR,returned,1,17,,in bounds,0
2321407,2015386,1400,20050056.0,CB,returned,1,13,,in bounds,0
2321408,2015396,920,20060752.0,WR,returned,1,38,,ran out of bounds,0
2321409,2015414,1400,20050056.0,CB,returned,1,11,,ran out of bounds,0
2321410,2015437,1400,20010033.0,WR,returned,1,1,,in bounds,0
2321411,2015457,1400,20030175.0,WR,returned,1,5,,in bounds,0
2321412,2015463,2120,20020017.0,CB,returned,1,16,,in bounds,0
2321413,2015467,1400,20030175.0,WR,fair catch,1,0,,in bounds,0
2321414,2015475,2120,20020017.0,CB,fair catch,1,0,,in bounds,0
2321415,2015520,1400,20060581.0,WR,returned,1,24,,in bounds,0
2321416,2015533,2120,20020017.0,CB,returned,1,5,,in bounds,0
2321417,2015544,1400,20040699.0,CB,returned,1,20,,in bounds,0
2321418,2015550,2120,20060665.0,WR,returned,1,5,,in bounds,0
2321419,2015571,2120,20060666.0,RB,returned,1,23,,in bounds,0
2321420,2015576,1400,20020599.0,WR,returned,1,4,,in bounds,0
2321421,2015581,2120,20060251.0,WR,returned,1,2,,in bounds,0
2321422,2015594,1400,20040699.0,CB,returned,1,22,,in bounds,0
2321423,2015610,1400,20050056.0,CB,fair catch,1,0,,in bounds,0
2321424,2015646,2200,19990480.0,WR,returned,1,31,,in bounds,0
2321425,2015671,2200,19990480.0,WR,returned,1,18,,in bounds,0
2321426,2015673,1400,20060581.0,WR,returned,1,27,,in bounds,0
2321427,2015677,2200,19990480.0,WR,returned,1,19,,in bounds,0
2321428,2015694,1400,20060581.0,WR,returned,1,23,,in bounds,0
2321429,2015753,1400,20060542.0,RB,returned,1,14,,in bounds,0
2321430,2015760,2310,20000153.0,WR,returned,1,19,,in bounds,0
2321431,2015776,2310,20000153.0,WR,returned,1,21,,in bounds,0
2321432,2015781,1400,20050056.0,CB,returned,1,7,,in bounds,0
2321433,2015785,2310,20000153.0,WR,returned,1,3,,ran out of bounds,0
2321434,2015815,1400,20020657.0,TE,returned,1,2,,in bounds,0
2321435,2015817,2310,20000153.0,WR,returned,1,32,,in bounds,0
2321436,2015838,2310,20000153.0,WR,returned,1,10,,in bounds,0
2321437,2015875,2310,20000153.0,WR,returned,1,27,,in bounds,0
2321438,2015879,1400,20050056.0,CB,returned,1,0,,in bounds,0
2321439,2015883,2310,20000153.0,WR,returned,1,19,,in bounds,0
2321440,2015894,1400,20040128.0,RB,returned,1,0,,in bounds,0
2321441,2015914,2520,20050435.0,CB,fair catch,1,0,,in bounds,0
2321442,2015939,1400,20050056.0,CB,returned,1,6,,in bounds,0
2321443,2015954,1400,20050056.0,CB,returned,1,4,,ran out of bounds,0
2321444,2015964,2520,20050435.0,CB,returned,1,26,,in bounds,0
2321445,2015977,1400,20050056.0,CB,returned,1,21,,in bounds,0
2321446,2015990,1400,20010033.0,WR,returned,1,23,,in bounds,0
2321447,2015999,2520,20050435.0,CB,returned,1,0,,pushed out of bounds,0
2321448,2016014,2520,20050435.0,CB,returned,1,-1,,in bounds,0
2321449,2016044,4400,20040154.0,RB,returned,1,25,,in bounds,0
2321450,2016057,1400,20030175.0,WR,fair catch,1,0,,in bounds,0
2321451,2016061,4400,20020558.0,WR,returned,1,18,,in bounds,0
2321452,2016080,1400,20060542.0,RB,returned,1,22,,in bounds,0
2321453,2016096,4400,20040154.0,RB,returned,1,37,,in bounds,0
2321454,2016100,1400,20050056.0,CB,fair catch,1,0,,in bounds,0
2321455,2016104,4400,20020558.0,WR,fair catch,1,0,,in bounds,0
2321456,2016108,1400,20050056.0,CB,fair catch,1,0,,in bounds,0
2321457,2016118,4400,20060019.0,CB,returned,1,23,,in bounds,0
2321458,2016121,1400,20030516.0,RB,returned,1,53,,in bounds,0
2321459,2016134,4400,20040154.0,RB,returned,1,40,,in bounds,0
2321460,2016147,4400,20020558.0,WR,returned,1,7,,in bounds,0
2321461,2016168,4400,20040154.0,RB,returned,1,44,,ran out of bounds,0
2321462,2016191,1400,20030516.0,RB,returned,1,3,,in bounds,0
2321463,2016199,4600,20030071.0,WR,returned,1,23,,in bounds,0
2321464,2016203,1400,20050056.0,CB,returned,1,6,,in bounds,0
2321465,2016207,4600,20030071.0,WR,fair catch,1,0,,in bounds,0
2321466,2016211,1400,20050056.0,CB,fair catch,1,0,,in bounds,0
2321467,2016219,1400,20050056.0,CB,fair catch,1,0,,in bounds,0
2321468,2016226,4600,20030071.0,WR,returned,1,36,,in bounds,0
2321469,2016238,4600,20030071.0,WR,returned,1,8,,ran out of bounds,0
2321470,2016254,4600,20030071.0,WR,returned,1,24,,in bounds,0
2321471,2016259,1400,20050056.0,CB,fair catch,1,0,,in bounds,0
2321472,2016279,1400,20060581.0,WR,returned,1,36,,in bounds,0
2321473,2016292,1400,20050056.0,CB,fair catch,1,0,,in bounds,0
2321474,2016299,4600,20030071.0,WR,returned,1,2,,in bounds,0
2321475,2016308,4600,20030071.0,WR,returned,1,14,,in bounds,0
2321476,2016317,4600,20030071.0,WR,returned,1,7,,in bounds,0
2321477,2016321,1400,20050056.0,CB,returned,1,0,,in bounds,0
2321478,2016325,4600,20030071.0,WR,returned,1,5,,ran out of bounds,0
2321479,2016330,1400,20060581.0,WR,returned,1,22,,in bounds,0
2321480,2016338,1400,20060581.0,WR,returned,1,26,,in bounds,0
2321481,2016344,1400,20030516.0,RB,returned,1,23,,in bounds,0
2321482,2016347,4600,20030071.0,WR,returned,1,24,,ran out of bounds,0
2321483,2016359,1400,20020145.0,FB,returned,1,14,,in bounds,0
2321484,2016370,1400,20050056.0,CB,returned,1,16,,in bounds,0
2321485,2016391,4500,20020498.0,RB,returned,1,24,,in bounds,0
2321486,2016395,1400,20050056.0,CB,returned,1,34,,in bounds,0
2321487,2016404,4500,20020498.0,RB,returned,1,25,,in bounds,0
2321488,2016408,1400,20030175.0,WR,returned,1,4,,in bounds,0
2321489,2016415,1400,20030175.0,WR,fair catch,1,0,,in bounds,0
2321490,2016420,4500,20060084.0,WR,returned,1,4,,in bounds,0
2321491,2016426,4500,20020498.0,RB,returned,1,36,,in bounds,0
2321492,2016441,4500,20020498.0,RB,returned,1,24,,in bounds,0
2321493,2016455,1400,20010033.0,WR,returned,1,24,,in bounds,0
2321494,2016461,1400,20010033.0,WR,returned,1,46,,pushed out of bounds,0
2321495,2016472,4500,20020498.0,RB,returned,1,20,,in bounds,0
2321496,2016482,1400,20010033.0,WR,returned,1,32,,in bounds,0
2321497,2016489,1400,20030175.0,WR,fair catch,1,0,,in bounds,0
2321498,2016493,4500,20060084.0,WR,returned,1,1,,in bounds,0
2321499,2016514,4500,20020498.0,RB,returned,1,23,,in bounds,0
2321500,2016520,1400,20010033.0,WR,returned,1,28,,ran out of bounds,0
2321501,2016526,4500,20060084.0,WR,fair catch,1,0,,in bounds,0
2321502,2016535,1400,20030175.0,WR,fair catch,1,0,,in bounds,0
2321503,2016543,4500,20060084.0,WR,returned,1,12,,in bounds,0
2321504,2016556,1400,20010008.0,WR,returned,1,8,,in bounds,0
2321505,2016567,2100,20030139.0,WR,returned,1,27,,in bounds,0
2321506,2016604,2100,20030139.0,WR,returned,1,27,,in bounds,0
2321507,2016624,2100,20030139.0,WR,returned,1,17,,in bounds,0
2321508,2016637,1400,20060581.0,WR,returned,1,36,,in bounds,0
2321509,2016652,1400,20030175.0,WR,returned,1,9,,in bounds,0
2321510,2016678,1400,20060581.0,WR,returned,1,11,,in bounds,0
2321511,2016687,2100,20060215.0,CB,returned,1,0,,in bounds,0
2321512,2016704,1540,20020444.0,WR,returned,1,18,,in bounds,0
2321513,2016727,200,20060079.0,RB,returned,1,9,,in bounds,0
2321514,2016736,1540,20020444.0,WR,returned,1,28,,in bounds,0
2321515,2016743,200,19980085.0,CB,returned,1,-1,,in bounds,0
2321516,2016748,1540,20020444.0,WR,returned,1,30,,in bounds,0
2321517,2016772,1540,20020444.0,WR,fair catch,1,0,,in bounds,0
2321518,2016776,200,19980085.0,CB,returned,1,12,,in bounds,0
2321519,2016783,1540,20020444.0,WR,returned,1,18,,in bounds,0
2321520,2016786,200,20060079.0,RB,returned,1,10,,in bounds,0
2321521,2016790,1540,20020444.0,WR,returned,1,0,,in bounds,0
2321522,2016803,200,19980085.0,CB,returned,1,31,,in bounds,0
2321523,2016831,200,19980085.0,CB,returned,1,22,,in bounds,0
2321524,2016841,1540,20020444.0,WR,fair catch,1,0,,in bounds,0
2321525,2016854,200,19980085.0,CB,returned,1,26,,in bounds,0
2321526,2016866,610,20020047.0,WR,returned,1,11,,in bounds,0
2321527,2016882,1540,20060524.0,WR,returned,1,18,,in bounds,0
2321528,2016887,610,20040214.0,WR,returned,1,0,,in bounds,0
2321529,2016891,1540,20060524.0,WR,returned,1,1,,in bounds,0
2321530,2016907,610,20020047.0,WR,returned,1,16,,in bounds,0
2321531,2016912,1540,20060524.0,WR,returned,1,0,,in bounds,0
2321532,2016919,610,20040214.0,WR,returned,1,9,,in bounds,0
2321533,2016929,1540,20060524.0,WR,returned,1,20,,in bounds,0
2321534,2016940,610,20040672.0,RB,fair catch,1,0,,in bounds,0
2321535,2016947,1540,20040736.0,WR,returned,1,4,,in bounds,0
2321536,2016952,610,20040214.0,WR,returned,1,0,,in bounds,0
2321537,2016963,1540,20060074.0,RB,returned,1,26,,in bounds,0
2321538,2016977,610,20040672.0,RB,returned,1,22,,in bounds,0
2321539,2016982,1540,20060074.0,RB,returned,1,16,,in bounds,0
2321540,2016994,610,20040672.0,RB,returned,1,11,,in bounds,0
2321541,2017002,1540,20020444.0,WR,returned,1,18,,in bounds,0
2321542,2017014,1540,20020444.0,WR,fair catch,1,0,,in bounds,0
2321543,2017022,610,20030111.0,CB,returned,1,23,,in bounds,0
2321544,2017027,1540,20020444.0,WR,returned,1,16,,in bounds,0
2321545,2017032,610,20030111.0,CB,returned,1,17,,in bounds,0
2321546,2017045,1540,20020444.0,WR,returned,1,19,,in bounds,0
2321547,2017057,1540,20020444.0,WR,fair catch,1,0,,in bounds,0
2321548,2017061,610,20050055.0,WR,returned,1,15,,in bounds,0
2321549,2017072,610,20050055.0,WR,returned,1,6,,in bounds,0
2321550,2017076,1540,20020444.0,WR,fair catch,1,0,,in bounds,0
2321551,2017086,610,20030111.0,CB,returned,1,72,,in bounds,0
2321552,2017090,610,20030111.0,CB,returned,1,21,,in bounds,0
2321553,2017109,610,20050666.0,FS,returned,1,2,,in bounds,0
2321554,2017128,610,20030111.0,CB,returned,1,19,,in bounds,0
2321555,2017139,1540,20020444.0,WR,returned,1,18,,in bounds,0
2321556,2017152,1540,20020444.0,WR,fair catch,1,0,,in bounds,0
2321557,2017161,610,20050666.0,FS,returned,1,12,,in bounds,0
2321558,2017182,1540,20060712.0,WR,returned,1,25,,in bounds,0
2321559,2017188,810,20060057.0,CB,returned,1,5,,in bounds,0
2321560,2017195,1540,20060712.0,WR,returned,1,48,,ran out of bounds,0
2321561,2017199,810,20020795.0,WR,returned,1,27,,in bounds,0
2321562,2017210,1540,20060712.0,WR,returned,1,22,,in bounds,0
2321563,2017215,810,20060057.0,CB,returned,1,9,,in bounds,0
2321564,2017228,1540,20060712.0,WR,returned,1,5,,in bounds,0
2321565,2017232,810,20060057.0,CB,fair catch,1,0,,in bounds,0
2321566,2017238,1540,20060712.0,WR,fair catch,1,0,,in bounds,0
2321567,2017243,810,20060057.0,CB,fair catch,1,0,,in bounds,0
2321568,2017252,1540,20060712.0,WR,returned,1,28,,in bounds,0
2321569,2017257,1540,20060712.0,WR,returned,1,20,,in bounds,0
2321570,2017268,810,20060057.0,CB,returned,1,22,,in bounds,0
2321571,2017272,1540,20060712.0,WR,returned,1,0,,in bounds,0
2321572,2017285,810,20020795.0,WR,returned,1,17,,in bounds,0
2321573,2017290,1540,20060712.0,WR,returned,1,8,,in bounds,0
2321574,2017294,810,20060057.0,CB,fair catch,1,0,,in bounds,0
2321575,2017310,1540,20060712.0,WR,returned,1,22,,in bounds,0
2321576,2017317,810,20060057.0,CB,returned,1,4,,in bounds,0
2321577,2017330,1540,20060712.0,WR,returned,1,22,,in bounds,0
2321578,2017355,1540,20020444.0,WR,returned,1,19,,in bounds,0
2321579,2017370,1400,20030175.0,WR,returned,1,11,,in bounds,0
2321580,2017390,1400,20030175.0,WR,returned,1,19,,in bounds,0
2321581,2017394,1540,20020444.0,WR,returned,1,3,,in bounds,0
2321582,2017408,1540,20060524.0,WR,returned,1,20,,in bounds,0
2321583,2017412,1400,20030175.0,WR,returned,1,16,,in bounds,0
2321584,2017425,1400,20060542.0,RB,returned,1,10,,in bounds,0
2321585,2017432,1400,20060581.0,WR,returned,1,23,,in bounds,0
2321586,2017448,1540,20060524.0,WR,returned,1,27,,ran out of bounds,0
2321587,2017455,1400,20060581.0,WR,returned,1,26,,in bounds,0
2321588,2017461,1540,20060524.0,WR,returned,1,0,,in bounds,0
2321589,2017468,1400,20010008.0,WR,returned,1,24,,pushed out of bounds,0
2321590,2017479,1400,20060581.0,WR,returned,1,25,,in bounds,0
2321591,2017499,1800,20010009.0,WR,returned,1,30,,ran out of bounds,0
2321592,2017503,1540,20020444.0,WR,returned,1,3,,in bounds,0
2321593,2017517,1540,20000490.0,WR,returned,1,23,,in bounds,0
2321594,2017531,1540,20020444.0,WR,returned,1,13,,in bounds,0
2321595,2017534,1540,20020444.0,WR,returned,1,20,,in bounds,0
2321596,2017540,1800,20010009.0,WR,returned,1,23,,in bounds,0
2321597,2017554,1540,20020444.0,WR,returned,1,23,,ran out of bounds,0
2321598,2017563,1800,19980004.0,CB,returned,1,7,,in bounds,0
2321599,2017580,1540,20020444.0,WR,returned,1,15,,in bounds,0
2321600,2017599,1540,20020444.0,WR,returned,1,44,,in bounds,0
2321601,2017617,1540,20020444.0,WR,returned,1,0,,ran out of bounds,0
2321602,2017621,1800,19980004.0,CB,returned,1,11,,in bounds,0
2321603,2017627,1540,20020444.0,WR,returned,1,15,,in bounds,0
2321604,2017631,1800,19980004.0,CB,returned,1,6,,in bounds,0
2321605,2017644,1800,20010009.0,WR,returned,1,31,,ran out of bounds,0
2321606,2017648,1540,20020444.0,WR,returned,1,10,,in bounds,0
2321607,2017666,1540,20010408.0,RB,returned,1,40,,in bounds,0
2321608,2017675,2700,20040574.0,WR,returned,1,12,,in bounds,0
2321609,2017680,1540,19990041.0,CB,fair catch,1,0,,in bounds,0
2321610,2017687,2700,20040574.0,WR,returned,1,28,,in bounds,0
2321611,2017697,1540,20010408.0,RB,returned,1,25,,in bounds,0
2321612,2017718,1540,19990041.0,CB,fair catch,1,0,,in bounds,0
2321613,2017723,2700,20040574.0,WR,returned,1,9,,in bounds,0
2321614,2017738,1540,20010408.0,RB,returned,1,21,,in bounds,0
2321615,2017742,2700,20040574.0,WR,returned,1,9,,in bounds,0
2321616,2017753,2700,20040574.0,WR,returned,1,45,,in bounds,0
2321617,2017766,2700,20040574.0,WR,returned,1,0,,in bounds,0
2321618,2017778,1540,20010408.0,RB,returned,1,24,,in bounds,0
2321619,2017786,2700,20040574.0,WR,returned,1,8,,in bounds,0
2321620,2017811,1540,19990041.0,CB,fair catch,1,0,,in bounds,0
2321621,2017816,2700,20040574.0,WR,returned,1,4,,in bounds,0
2321622,2017823,1540,19990041.0,CB,returned,1,-2,,in bounds,0
2321623,2017845,1540,20020444.0,WR,returned,1,18,,in bounds,0
2321624,2017859,1540,20020444.0,WR,returned,1,22,,in bounds,0
2321625,2017869,1540,20020444.0,WR,returned,1,23,,in bounds,0
2321626,2017883,3000,20030045.0,WR,returned,1,20,,in bounds,0
2321627,2017902,3000,20030045.0,WR,returned,1,8,,in bounds,0
2321628,2017905,1540,20020444.0,WR,returned,1,14,,in bounds,0
2321629,2017913,1540,20020444.0,WR,returned,1,33,,in bounds,0
2321630,2017924,3000,20030045.0,WR,returned,1,14,,in bounds,0
2321631,2017928,1540,20020444.0,WR,returned,1,24,,in bounds,0
2321632,2017938,1540,20020444.0,WR,returned,1,5,,in bounds,0
2321633,2017948,1540,20020444.0,WR,returned,1,25,,in bounds,0
2321634,2017957,3000,20030045.0,WR,returned,1,28,,in bounds,0
2321635,2017961,1540,20020444.0,WR,returned,1,7,,in bounds,0
2321636,2017975,1540,20020444.0,WR,returned,1,15,,pushed out of bounds,0
2321637,2017984,4600,20030199.0,WR,returned,1,23,,in bounds,0
2321638,2018001,4600,20030199.0,WR,returned,1,41,,in bounds,0
2321639,2018010,4600,20010196.0,CB,fair catch,1,0,,in bounds,0
2321640,2018035,1540,20020444.0,WR,returned,1,17,,in bounds,0
2321641,2018045,4600,20010196.0,CB,returned,1,22,,in bounds,0
2321642,2018054,1540,20020444.0,WR,returned,1,21,,in bounds,0
2321643,2018061,4600,20010196.0,CB,returned,1,17,,in bounds,0
2321644,2018066,1540,20020444.0,WR,returned,1,0,,in bounds,0
2321645,2018077,4600,20010196.0,CB,returned,1,2,,in bounds,0
2321646,2018087,4600,20010196.0,CB,returned,1,2,,in bounds,0
2321647,2018092,1540,20020444.0,WR,returned,1,4,,in bounds,0
2321648,2018117,4600,20030199.0,WR,returned,1,24,,in bounds,0
2321649,2018122,1540,20020444.0,WR,returned,1,6,,in bounds,0
2321650,2018136,4500,20060084.0,WR,returned,1,19,,in bounds,0
2321651,2018145,1540,20020444.0,WR,returned,1,23,,ran out of bounds,0
2321652,2018149,4500,20060084.0,WR,fair catch,1,0,,in bounds,0
2321653,2018160,1540,20020444.0,WR,fair catch,1,0,,in bounds,0
2321654,2018169,1540,20020444.0,WR,returned,1,28,,ran out of bounds,0
